x_position_of_agent,y_position_of_agent,action
40.0,1689,1
40.0,1690,1
40.0,1691,1
40.0,1692,1
40.0,1693,1
40.0,1694,1
40.0,1695,1
40.0,1696,1
40.0,1697,1
40.0,1698,1
40.0,1699,1
40.0,1700,1
40.0,1701,1
40.0,1702,1
40.0,1703,1
40.0,1704,1
40.0,1705,1
40.0,1706,1
40.0,1707,1
40.0,1708,1
40.0,1709,1
40.0,1710,1
40.0,1711,1
40.0,1712,1
40.0,1713,1
40.0,1714,1
40.0,1715,1
40.0,1716,1
40.0,1717,1
40.0,1718,1
40.0,1719,1
40.0,1720,1
40.0,1721,1
40.0,1722,1
40.0,1723,1
40.0,1724,1
40.0,1725,1
40.0,1726,1
40.0,1727,1
40.0,1728,1
40.0,1729,1
40.0,1730,1
40.0,1731,1
40.0,1732,1
40.0,1733,1
40.0,1734,1
40.0,1735,1
40.0,1736,1
40.0,1737,1
40.0,1738,1
40.0,1739,1
40.0,1740,1
40.0,1741,1
40.0,1742,1
40.0,1743,1
40.0,1744,1
40.0,1745,1
40.0,1746,1
40.0,1747,1
40.0,1748,1
40.0,1749,1
40.0,1750,1
40.0,1751,1
40.0,1752,1
40.0,1753,1
40.0,1754,1
40.0,1755,1
40.0,1756,1
40.0,1757,1
40.0,1758,1
40.0,1759,1
40.0,1760,1
40.0,1761,1
40.0,1762,1
40.0,1763,1
40.0,1764,1
40.0,1765,1
40.0,1766,1
40.0,1767,1
40.0,1768,1
40.0,1769,1
40.0,1770,1
40.0,1771,1
40.0,1772,1
40.0,1773,1
40.0,1774,1
40.0,1775,1
40.0,1776,1
40.0,1777,1
40.0,1778,1
40.0,1779,1
40.0,1780,1
40.0,1781,1
40.0,1782,1
40.0,1783,1
40.0,1784,1
40.0,1785,1
40.0,1786,1
40.0,1787,1
40.0,1788,1
40.0,1789,1
40.0,1790,1
40.0,1791,1
40.0,1792,1
40.0,1793,1
40.0,1794,1
40.0,1795,1
40.0,1796,1
40.0,1797,1
40.0,1798,1
40.0,1799,1
40.0,1800,1
40.0,1801,1
40.0,1802,1
40.0,1803,1
40.0,1804,1
40.0,1805,1
40.0,1806,1
40.0,1807,1
40.0,1808,1
40.0,1809,1
40.0,1810,1
40.0,1811,1
40.0,1812,1
40.0,1813,1
40.0,1814,1
40.0,1815,1
40.0,1816,1
40.0,1817,1
40.0,1818,1
40.0,1819,1
40.0,1820,1
40.0,1821,1
40.0,1822,1
40.0,1823,1
40.0,1824,1
40.0,1825,1
40.0,1826,1
40.0,1827,1
40.0,1828,1
40.0,1829,1
40.0,1830,1
40.0,1831,1
40.0,1832,1
40.0,1833,1
40.0,1834,1
40.0,1835,1
40.0,1836,1
40.0,1837,1
40.0,1838,1
40.0,1839,1
40.0,1840,1
40.0,1841,1
40.0,1842,1
40.0,1843,1
40.0,1844,1
40.0,1845,1
40.0,1846,1
40.0,1847,1
40.0,1848,1
40.0,1849,1
40.0,1850,1
40.0,1851,1
40.0,1852,1
40.0,1853,1
40.0,1854,1
40.0,1855,1
40.0,1856,1
40.0,1857,1
40.0,1858,1
40.0,1859,1
40.0,1860,1
40.0,1861,1
40.0,1862,1
40.0,1863,1
40.0,1864,1
40.0,1865,1
40.0,1866,1
40.0,1867,1
40.0,1868,1
40.0,1869,1
40.0,1870,1
40.0,1871,1
40.0,1872,1
40.0,1873,1
40.0,1874,1
40.0,1875,1
40.0,1876,1
40.0,1877,1
40.0,1878,1
40.0,1879,1
40.0,1880,1
40.0,1881,1
40.0,1882,1
40.0,1883,1
40.0,1884,1
40.0,1885,1
40.0,1886,1
40.0,1887,1
40.0,1888,1
40.0,1889,1
40.0,1890,1
40.0,1891,1
40.0,1892,1
40.0,1893,1
40.0,1894,1
40.0,1895,1
40.0,1896,1
40.0,1897,1
40.0,1898,1
40.0,1899,1
40.0,1900,1
40.0,1901,1
40.0,1902,1
40.0,1903,1
40.0,1904,1
40.0,1905,1
40.0,1906,1
40.0,1907,1
40.0,1908,1
40.0,1909,1
40.0,1910,1
40.0,1911,1
40.0,1912,1
40.0,1913,1
40.0,1914,1
40.0,1915,1
40.0,1916,1
40.0,1917,1
40.0,1918,1
40.0,1919,1
40.0,1920,1
40.0,1921,1
40.0,1922,1
40.0,1923,1
40.0,1924,1
40.0,1925,1
40.0,1926,1
40.0,1927,1
40.0,1928,1
40.0,1929,1
40.0,1930,1
40.0,1931,1
40.0,1932,1
40.0,1933,1
40.0,1934,1
40.0,1935,1
40.0,1936,1
40.0,1937,1
40.0,1938,1
40.0,1939,1
40.0,1940,1
40.0,1941,1
40.0,1942,1
40.0,1943,1
40.0,1944,1
40.0,1945,1
40.0,1946,1
40.0,1947,1
40.0,1948,1
40.0,1949,1
40.0,1950,1
40.0,1951,1
40.0,1952,1
40.0,1953,1
40.0,1954,1
40.0,1955,1
40.0,1956,1
40.0,1957,1
40.0,1958,1
40.0,1959,1
40.0,1960,1
40.0,1961,1
40.0,1962,1
40.0,1963,1
40.0,1964,1
40.0,1965,1
40.0,1966,1
40.0,1967,1
40.0,1968,1
40.0,1969,1
40.0,1970,1
40.0,1971,1
40.0,1972,1
40.0,1973,1
40.0,1974,1
40.0,1975,1
40.0,1976,1
40.0,1977,1
40.0,1978,1
40.0,1979,1
40.0,1980,1
40.0,1981,1
40.0,1982,1
40.0,1983,1
40.0,1984,1
40.0,1985,1
40.0,1986,1
40.0,1987,1
40.0,1988,1
40.0,1989,1
40.0,1990,1
40.0,1991,1
40.0,1992,1
40.0,1993,1
40.0,1994,1
40.0,1995,1
40.0,1996,1
40.0,1997,1
40.0,1998,1
40.0,1999,1
40.0,2000,1
40.0,2001,1
40.0,2002,1
40.0,2003,1
40.0,2004,1
40.0,2005,1
40.0,2006,1
40.0,2007,1
40.0,2008,1
40.0,2009,1
40.0,2010,1
40.0,2011,1
40.0,2012,1
40.0,2013,1
40.0,2014,1
40.0,2015,1
40.0,2016,1
40.0,2017,1
40.0,2018,1
40.0,2019,1
40.0,2020,1
40.0,2021,1
40.0,2022,1
40.0,2023,1
40.0,2024,1
40.0,2025,1
40.0,2026,1
40.0,2027,1
40.0,2028,1
40.0,2029,1
40.0,2030,1
40.0,2031,1
40.0,2032,1
40.0,2033,1
40.0,2034,1
40.0,2035,1
40.0,2036,1
40.0,2037,1
40.0,2038,1
40.0,2039,1
40.0,2040,1
40.0,2041,1
40.0,2042,1
40.0,2043,1
40.0,2044,1
40.0,2045,1
40.0,2046,1
40.0,2047,1
40.0,2048,1
40.0,2049,1
40.0,2050,1
40.0,2051,1
40.0,2052,1
40.0,2053,1
40.0,2054,1
40.0,2055,1
40.0,2056,1
40.0,2057,1
40.0,2058,1
40.0,2059,1
40.0,2060,1
40.0,2061,1
40.0,2062,1
40.0,2063,1
40.0,2064,1
40.0,2065,1
40.0,2066,1
40.0,2067,1
40.0,2068,1
40.0,2069,1
40.0,2070,1
